OrderDetailID,OrderID,ProductID,Quantity,Price,UnitPrice,CustomerID,OrderDate,OrderYear,OrderMonth,OrderQuarter,ProductName,Category,PriceSegment,CustomerName
1196,445,23,13,15756013.0,1212001.0,269,2023-11-26,2023,11,4,Morph World-Class E-Markets,Furniture,Premium,Quang Quang Lê
1197,1284,103,7,30552487.0,4364641.0,168,2023-11-08,2023,11,4,Strategize Web-Enabled Action-Items,Sports,Luxury,Bác Hưng Lê
1198,42,269,10,38136320.0,3813632.0,359,2023-05-07,2023,5,2,Unleash Plug-And-Play Markets,Clothing,Luxury,
1199,1581,209,6,2970414.0,495069.0,337,2024-02-21,2024,2,1,Evolve Visionary Content,Food,Mid,
1200,1193,248,8,7723192.0,965399.0,205,2023-08-21,2023,8,3,Syndicate Efficient Relationships,Food,Premium,
1201,727,158,19,18445580.0,970820.0,216,2023-05-03,2023,5,2,Synergize Viral Platforms,Food,Premium,
1202,1326,172,11,40737818.0,3703438.0,243,2024-08-25,2024,8,3,Seize Virtual Functionalities,Sports,Luxury,Bà Vân Phạm
1203,1325,222,11,39846466.0,3622406.0,85,2023-07-19,2023,7,3,Enable Customized Architectures,Furniture,Luxury,
1204,750,183,2,1563758.0,781879.0,332,2023-08-21,2023,8,3,Seize Innovative Methodologies,Electronics,Premium,
1205,138,67,13,61859863.0,4758451.0,112,2024-09-11,2024,9,3,Disintermediate Cutting-Edge Roi,Furniture,Luxury,Nhật Trần
1206,739,262,7,34707169.0,4958167.0,391,2023-12-24,2023,12,4,Maximize Customized Deliverables,Books,Luxury,
1207,736,92,4,4717940.0,1179485.0,124,2024-12-07,2024,12,4,Unleash Innovative E-Business,Furniture,Premium,Huy Bảo Mai
1208,1264,9,2,5135700.0,2567850.0,465,2024-12-07,2024,12,4,Whiteboard Virtual Channels,Furniture,Luxury,
1209,1327,147,12,35958264.0,2996522.0,178,2023-12-24,2023,12,4,Disintermediate Cutting-Edge Info-Mediaries,Electronics,Luxury,
1210,35,165,17,13256702.0,779806.0,274,2024-08-09,2024,8,3,Disintermediate Innovative Experiences,Sports,Premium,
1211,324,114,10,6348470.0,634847.0,249,2023-07-10,2023,7,3,Whiteboard Enterprise Channels,Food,Premium,Bà Yến Trần
1212,675,2,8,19885408.0,2485676.0,280,2024-01-10,2024,1,1,Re-Intermediate Mission-Critical Functionalities,Books,Luxury,Quý cô Ánh Hoàng
1213,1693,281,16,59831120.0,3739445.0,281,2024-04-06,2024,4,2,Strategize World-Class Content,Books,Luxury,
1214,94,77,15,59211720.0,3947448.0,414,2023-10-27,2023,10,4,Brand Innovative Portals,Furniture,Luxury,
1215,188,122,7,31461836.0,4494548.0,134,2024-02-09,2024,2,1,Empower Robust Relationships,Books,Luxury,
1216,296,115,5,15739085.0,3147817.0,183,2024-06-24,2024,6,2,Embrace Strategic Users,Food,Luxury,
1217,839,259,8,15420864.0,1927608.0,266,2024-12-28,2024,12,4,Matrix Back-End Initiatives,Furniture,Premium,Cô Ánh Trần
1218,711,174,19,46029210.0,2422590.0,461,2024-03-18,2024,3,1,Expedite Sticky Users,Food,Luxury,Khoa Vũ
1219,1743,36,19,8233004.0,433316.0,213,2024-10-06,2024,10,4,Extend Magnetic Supply-Chains,Food,Mid,
1220,1959,189,1,1471121.0,1471121.0,121,2024-05-13,2024,5,2,Envisioneer Synergistic Content,Electronics,Premium,
1221,652,249,11,34347412.0,3122492.0,421,2024-11-14,2024,11,4,Syndicate E-Business Systems,Clothing,Luxury,Khoa Phạm
1222,873,89,15,11804085.0,786939.0,39,2024-01-29,2024,1,1,Facilitate Rich Paradigms,Sports,Premium,
1223,1275,44,8,2700384.0,337548.0,73,2024-08-19,2024,8,3,Harness User-Centric Bandwidth,Electronics,Mid,Nhật Quang Nguyễn
1224,986,273,17,25632685.0,1507805.0,424,2024-05-18,2024,5,2,Evolve Enterprise Experiences,Food,Premium,Nhiên Xuân Đặng
1225,152,240,15,64313895.0,4287593.0,151,2024-07-27,2024,7,3,Streamline Extensible E-Commerce,Electronics,Luxury,
1226,1379,267,17,83501025.0,4911825.0,166,2024-12-19,2024,12,4,Drive Wireless Models,Clothing,Luxury,Khoa Phú Hoàng
1227,749,219,3,1458210.0,486070.0,485,2024-05-05,2024,5,2,Matrix Vertical Systems,Books,Mid,
1228,1056,205,11,16704281.0,1518571.0,401,2023-01-16,2023,1,1,Exploit Next-Generation E-Services,Books,Premium,Quý cô Lan Phạm
1229,730,258,4,521264.0,130316.0,331,2023-04-28,2023,4,2,Deliver Killer Info-Mediaries,Food,Mid,
1230,1576,197,6,23403186.0,3900531.0,213,2024-12-02,2024,12,4,Scale Plug-And-Play E-Services,Electronics,Luxury,
1231,399,117,1,743130.0,743130.0,159,2024-02-24,2024,2,1,Incubate Innovative Vortals,Electronics,Premium,
1232,709,133,13,31972109.0,2459393.0,403,2024-10-20,2024,10,4,E-Enable Sticky Relationships,Furniture,Luxury,
1233,1978,162,6,26000016.0,4333336.0,330,2024-05-11,2024,5,2,Syndicate Best-Of-Breed Communities,Electronics,Luxury,Lâm Xuân Trần
1234,1466,250,20,17958240.0,897912.0,88,2023-07-07,2023,7,3,Productize Magnetic Functionalities,Furniture,Premium,
1235,1763,165,13,10137478.0,779806.0,398,2024-12-17,2024,12,4,Disintermediate Innovative Experiences,Sports,Premium,Ông Quang Vũ
1236,994,258,9,1172844.0,130316.0,108,2023-11-15,2023,11,4,Deliver Killer Info-Mediaries,Food,Mid,
1237,1907,80,2,2680200.0,1340100.0,258,2024-06-16,2024,6,2,Cultivate Web-Enabled Info-Mediaries,Sports,Premium,
1238,795,58,20,16955440.0,847772.0,236,2023-11-09,2023,11,4,Benchmark Seamless Bandwidth,Books,Premium,
1239,869,144,2,274320.0,137160.0,117,2023-04-01,2023,4,2,Integrate Bleeding-Edge Partnerships,Electronics,Mid,Bác Phúc Mai
1240,1776,37,11,16955070.0,1541370.0,233,2024-05-19,2024,5,2,Scale Frictionless Models,Furniture,Premium,Lâm Trần
1241,1131,122,10,44945480.0,4494548.0,270,2024-09-03,2024,9,3,Empower Robust Relationships,Books,Luxury,
1242,1807,97,6,26333844.0,4388974.0,427,2023-04-28,2023,4,2,Drive Strategic Convergence,Electronics,Luxury,
1243,1635,101,17,61332498.0,3607794.0,18,2023-03-02,2023,3,1,Extend Customized E-Tailers,Books,Luxury,
1244,1109,78,10,48350830.0,4835083.0,432,2024-11-09,2024,11,4,Leverage Visionary Experiences,Clothing,Luxury,Trọng Mai Bảo Trần
1245,256,244,15,50685165.0,3379011.0,221,2023-06-04,2023,6,2,Generate Holistic E-Commerce,Electronics,Luxury,
1246,1131,28,7,26724264.0,3817752.0,270,2024-09-03,2024,9,3,Cultivate Dot-Com Deliverables,Books,Luxury,
1247,1794,6,5,13823370.0,2764674.0,27,2023-04-24,2023,4,2,Whiteboard Impactful Networks,Furniture,Luxury,
1248,776,18,5,10095425.0,2019085.0,253,2024-09-29,2024,9,3,Empower Dot-Com Applications,Food,Luxury,Bác Hưng Hoàng
1249,457,224,14,38371032.0,2740788.0,231,2024-11-14,2024,11,4,E-Enable Robust Communities,Books,Luxury,Hạnh Phạm
1250,1988,152,16,58437200.0,3652325.0,390,2023-12-05,2023,12,4,Repurpose Open-Source Paradigms,Sports,Luxury,Khoa Hoàng
1251,66,206,3,13758570.0,4586190.0,178,2024-04-01,2024,4,2,Expedite Viral E-Services,Sports,Luxury,
1252,64,193,18,39499992.0,2194444.0,108,2023-03-19,2023,3,1,Disintermediate Bricks-And-Clicks Partnerships,Food,Luxury,
1253,1118,148,19,28108885.0,1479415.0,201,2023-10-23,2023,10,4,Unleash Distributed Web-Readiness,Electronics,Premium,
1254,1217,273,4,6031220.0,1507805.0,124,2024-06-06,2024,6,2,Evolve Enterprise Experiences,Food,Premium,Huy Bảo Mai
1255,1539,118,5,3356885.0,671377.0,116,2023-02-10,2023,2,1,Incentivize Seamless Technologies,Electronics,Premium,Anh Bảo Bùi
1256,1914,182,8,7047432.0,880929.0,229,2024-03-11,2024,3,1,Brand Rich Action-Items,Books,Premium,
1257,782,247,9,39572154.0,4396906.0,332,2023-01-06,2023,1,1,Synthesize Scalable Methodologies,Books,Luxury,
1258,438,154,7,14957803.0,2136829.0,391,2023-04-28,2023,4,2,Maximize E-Business Models,Clothing,Luxury,
1259,765,240,14,60026302.0,4287593.0,485,2023-04-17,2023,4,2,Streamline Extensible E-Commerce,Electronics,Luxury,
1260,708,139,18,49196088.0,2733116.0,232,2023-06-29,2023,6,2,Architect Innovative Systems,Electronics,Luxury,Phương Dương
1261,781,295,15,31670925.0,2111395.0,327,2023-02-27,2023,2,1,Evolve Value-Added Users,Electronics,Luxury,Hạnh Thị Nguyễn
1262,1592,201,4,501156.0,125289.0,365,2023-04-20,2023,4,2,Architect Viral Metrics,Furniture,Mid,
1263,1260,182,5,4404645.0,880929.0,210,2024-12-30,2024,12,4,Brand Rich Action-Items,Books,Premium,Trung Nguyễn
1264,1132,144,9,1234440.0,137160.0,115,2023-07-26,2023,7,3,Integrate Bleeding-Edge Partnerships,Electronics,Mid,
1265,1104,187,13,46398664.0,3569128.0,309,2023-06-17,2023,6,2,Maximize Bleeding-Edge Bandwidth,Furniture,Luxury,Cô Hạnh Nguyễn
1266,1860,164,19,94245852.0,4960308.0,278,2024-01-21,2024,1,1,Enable Distributed Partnerships,Clothing,Luxury,
1267,1368,258,3,390948.0,130316.0,74,2023-05-16,2023,5,2,Deliver Killer Info-Mediaries,Food,Mid,
1268,1636,3,17,44091081.0,2593593.0,48,2024-09-26,2024,9,3,Cultivate Rich Schemas,Electronics,Luxury,
1269,1411,147,13,38954786.0,2996522.0,117,2024-02-28,2024,2,1,Disintermediate Cutting-Edge Info-Mediaries,Electronics,Luxury,Bác Phúc Mai
1270,1480,247,20,87938120.0,4396906.0,351,2024-12-16,2024,12,4,Synthesize Scalable Methodologies,Books,Luxury,
1271,301,161,3,7040733.0,2346911.0,500,2024-08-29,2024,8,3,Innovate Proactive Web-Readiness,Books,Luxury,Phương Dương
1272,450,25,17,30850852.0,1814756.0,275,2024-11-17,2024,11,4,Reinvent Scalable Eyeballs,Electronics,Premium,Bác Minh Nguyễn
1273,151,94,8,2588544.0,323568.0,138,2024-03-03,2024,3,1,Morph Web-Enabled Convergence,Electronics,Mid,Dương Hoàng
1274,784,132,13,32314607.0,2485739.0,343,2024-11-21,2024,11,4,Streamline Compelling Communities,Electronics,Luxury,
1275,605,94,6,1941408.0,323568.0,416,2023-11-10,2023,11,4,Morph Web-Enabled Convergence,Electronics,Mid,
1276,1324,15,9,21544947.0,2393883.0,387,2024-11-09,2024,11,4,Maximize Back-End Infrastructures,Clothing,Luxury,Anh Mai
1277,1278,156,5,18932600.0,3786520.0,28,2024-05-17,2024,5,2,Target End-To-End Web Services,Food,Luxury,
1278,1440,101,15,54116910.0,3607794.0,108,2023-08-10,2023,8,3,Extend Customized E-Tailers,Books,Luxury,
1279,1201,116,12,34792392.0,2899366.0,162,2023-12-06,2023,12,4,Cultivate 24/7 Communities,Sports,Luxury,Dũng Mai
1280,706,141,17,55022013.0,3236589.0,374,2023-03-04,2023,3,1,Innovate Vertical Markets,Electronics,Luxury,
1281,1672,103,16,69834256.0,4364641.0,458,2024-01-25,2024,1,1,Strategize Web-Enabled Action-Items,Sports,Luxury,
1282,1591,84,9,34845750.0,3871750.0,190,2024-10-16,2024,10,4,Grow Dynamic Communities,Sports,Luxury,
1283,838,212,6,15863232.0,2643872.0,403,2023-12-16,2023,12,4,Reinvent Distributed E-Commerce,Books,Luxury,
1284,1310,196,6,9416370.0,1569395.0,294,2024-05-29,2024,5,2,Repurpose Innovative E-Services,Electronics,Premium,Thành Thị Bùi
1285,1440,284,10,24413490.0,2441349.0,108,2023-08-10,2023,8,3,Re-Intermediate Mission-Critical E-Markets,Sports,Luxury,
1286,355,55,2,7273102.0,3636551.0,475,2023-12-22,2023,12,4,Seize Efficient Communities,Food,Luxury,
1287,1746,108,12,48061248.0,4005104.0,408,2023-09-21,2023,9,3,Generate Value-Added Convergence,Clothing,Luxury,
1288,1504,271,20,18317180.0,915859.0,262,2023-05-08,2023,5,2,Transition Holistic Partnerships,Sports,Premium,
1289,1900,222,18,65203308.0,3622406.0,114,2023-04-30,2023,4,2,Enable Customized Architectures,Furniture,Luxury,
1290,1466,52,16,27873760.0,1742110.0,88,2023-07-07,2023,7,3,Re-Contextualize Dynamic Experiences,Clothing,Premium,
1291,46,208,17,23601253.0,1388309.0,375,2024-03-24,2024,3,1,Engage Dot-Com E-Commerce,Furniture,Premium,Quý cô Kim Dương
1292,1115,276,15,59184900.0,3945660.0,481,2023-09-23,2023,9,3,Scale Dot-Com Web Services,Electronics,Luxury,Hải Mai Lê
1293,999,93,18,16001388.0,888966.0,498,2023-07-22,2023,7,3,Implement 24/365 Systems,Clothing,Premium,
1294,1223,233,10,21142400.0,2114240.0,454,2023-03-17,2023,3,1,Monetize Cross-Media Users,Books,Luxury,
1295,332,64,12,32616348.0,2718029.0,249,2023-02-28,2023,2,1,Unleash End-To-End Methodologies,Furniture,Luxury,Bà Yến Trần
1296,1411,237,1,1180117.0,1180117.0,117,2024-02-28,2024,2,1,Engineer E-Business Technologies,Sports,Premium,Bác Phúc Mai
1297,438,52,11,19163210.0,1742110.0,391,2023-04-28,2023,4,2,Re-Contextualize Dynamic Experiences,Clothing,Premium,
1298,860,151,10,27472380.0,2747238.0,274,2023-12-13,2023,12,4,Synthesize Distributed Systems,Clothing,Luxury,
1299,1451,31,1,786865.0,786865.0,348,2024-04-27,2024,4,2,Expedite Transparent Niches,Clothing,Premium,Bà Hà Nguyễn
1300,1982,165,12,9357672.0,779806.0,118,2023-07-19,2023,7,3,Disintermediate Innovative Experiences,Sports,Premium,Tùng Mai Mai
1301,343,128,7,18669203.0,2667029.0,314,2023-07-18,2023,7,3,Seize Value-Added Bandwidth,Sports,Luxury,
1302,692,183,5,3909395.0,781879.0,461,2024-12-15,2024,12,4,Seize Innovative Methodologies,Electronics,Premium,Khoa Vũ
1303,1296,25,17,30850852.0,1814756.0,138,2023-06-21,2023,6,2,Reinvent Scalable Eyeballs,Electronics,Premium,Dương Hoàng
1304,348,240,14,60026302.0,4287593.0,483,2024-05-13,2024,5,2,Streamline Extensible E-Commerce,Electronics,Luxury,Anh Tùng Đặng
1305,681,90,10,15256140.0,1525614.0,491,2023-02-07,2023,2,1,Drive Collaborative Experiences,Electronics,Premium,
1306,186,223,20,10094620.0,504731.0,338,2024-04-13,2024,4,2,Revolutionize Out-Of-The-Box Action-Items,Clothing,Premium,
1307,1999,295,2,4222790.0,2111395.0,182,2023-11-30,2023,11,4,Evolve Value-Added Users,Electronics,Luxury,Chi Vũ
1308,1763,165,4,3119224.0,779806.0,398,2024-12-17,2024,12,4,Disintermediate Innovative Experiences,Sports,Premium,Ông Quang Vũ
1309,567,164,20,99206160.0,4960308.0,114,2023-05-24,2023,5,2,Enable Distributed Partnerships,Clothing,Luxury,
1310,607,283,5,3883190.0,776638.0,189,2024-03-29,2024,3,1,Evolve Cross-Platform Mindshare,Food,Premium,
1311,488,81,13,2372383.0,182491.0,326,2024-07-07,2024,7,3,Incentivize Frictionless Experiences,Clothing,Mid,
1312,629,192,15,59906145.0,3993743.0,58,2024-05-16,2024,5,2,Re-Contextualize Open-Source Applications,Books,Luxury,Nhiên Nguyễn
1313,1756,41,2,9441324.0,4720662.0,468,2023-12-08,2023,12,4,Harness Compelling Partnerships,Books,Luxury,Dũng Vũ
1314,1432,36,5,2166580.0,433316.0,435,2023-04-26,2023,4,2,Extend Magnetic Supply-Chains,Food,Mid,Khoa Mai
1315,56,151,18,49450284.0,2747238.0,128,2023-04-06,2023,4,2,Synthesize Distributed Systems,Clothing,Luxury,Cô Yến Bùi
1316,648,15,17,40696011.0,2393883.0,71,2024-01-10,2024,1,1,Maximize Back-End Infrastructures,Clothing,Luxury,Tú Hữu Nguyễn
1317,1006,212,2,5287744.0,2643872.0,436,2023-04-13,2023,4,2,Reinvent Distributed E-Commerce,Books,Luxury,
1318,1024,251,9,38803599.0,4311511.0,79,2024-06-13,2024,6,2,Incubate Cross-Platform Platforms,Electronics,Luxury,
1319,1160,162,17,73666712.0,4333336.0,428,2023-06-05,2023,6,2,Syndicate Best-Of-Breed Communities,Electronics,Luxury,
1320,1647,94,16,5177088.0,323568.0,89,2024-08-14,2024,8,3,Morph Web-Enabled Convergence,Electronics,Mid,Nhật Hải Trần
1321,173,258,11,1433476.0,130316.0,363,2024-11-28,2024,11,4,Deliver Killer Info-Mediaries,Food,Mid,Bác Trung Hoàng
1322,248,222,4,14489624.0,3622406.0,459,2024-08-23,2024,8,3,Enable Customized Architectures,Furniture,Luxury,Khoa Thế Phạm
1323,1145,85,16,17449536.0,1090596.0,435,2023-01-06,2023,1,1,Benchmark Cutting-Edge Mindshare,Furniture,Premium,Khoa Mai
1324,496,192,12,47924916.0,3993743.0,466,2023-02-25,2023,2,1,Re-Contextualize Open-Source Applications,Books,Luxury,An Nguyễn
1325,1732,135,15,9869745.0,657983.0,118,2024-08-16,2024,8,3,Engage Bricks-And-Clicks E-Markets,Furniture,Premium,Tùng Mai Mai
1326,1020,243,10,18159350.0,1815935.0,258,2024-04-22,2024,4,2,Streamline Turn-Key Supply-Chains,Electronics,Premium,
1327,1895,276,6,23673960.0,3945660.0,349,2023-02-06,2023,2,1,Scale Dot-Com Web Services,Electronics,Luxury,Phúc Lê
1328,829,293,19,56090736.0,2952144.0,79,2023-09-12,2023,9,3,Disintermediate E-Business Channels,Clothing,Luxury,
1329,1789,187,1,3569128.0,3569128.0,405,2024-06-25,2024,6,2,Maximize Bleeding-Edge Bandwidth,Furniture,Luxury,
1330,1190,10,13,15228889.0,1171453.0,467,2024-07-26,2024,7,3,Seize Wireless Web-Readiness,Food,Premium,Quang Dương
1331,1485,108,12,48061248.0,4005104.0,451,2024-08-28,2024,8,3,Generate Value-Added Convergence,Clothing,Luxury,
1332,580,78,4,19340332.0,4835083.0,315,2023-01-20,2023,1,1,Leverage Visionary Experiences,Clothing,Luxury,
1333,1707,165,2,1559612.0,779806.0,136,2023-04-04,2023,4,2,Disintermediate Innovative Experiences,Sports,Premium,Bà Linh Mai
1334,1839,57,4,6146872.0,1536718.0,445,2024-11-06,2024,11,4,Harness Sticky Web-Readiness,Food,Premium,Ánh Lê
1335,1150,64,6,16308174.0,2718029.0,10,2023-07-07,2023,7,3,Unleash End-To-End Methodologies,Furniture,Luxury,
1336,551,22,15,26372865.0,1758191.0,396,2024-03-22,2024,3,1,Orchestrate Holistic Interfaces,Furniture,Premium,Phúc Đức Trần
1337,924,111,5,3573450.0,714690.0,298,2024-04-09,2024,4,2,Optimize Dynamic Web Services,Books,Premium,Hưng Vũ
1338,865,140,3,10755051.0,3585017.0,208,2023-09-10,2023,9,3,Generate 24/365 Eyeballs,Food,Luxury,Ngọc Bùi
1339,1934,115,17,53512889.0,3147817.0,340,2023-06-13,2023,6,2,Embrace Strategic Users,Food,Luxury,
1340,1423,244,8,27032088.0,3379011.0,94,2024-02-02,2024,2,1,Generate Holistic E-Commerce,Electronics,Luxury,Kim Lê
1341,498,50,15,38405610.0,2560374.0,349,2023-01-08,2023,1,1,Visualize One-To-One E-Business,Books,Luxury,Phúc Lê
1342,1548,147,6,17979132.0,2996522.0,488,2023-07-31,2023,7,3,Disintermediate Cutting-Edge Info-Mediaries,Electronics,Luxury,Thành Mai
1343,1193,224,6,16444728.0,2740788.0,205,2023-08-21,2023,8,3,E-Enable Robust Communities,Books,Luxury,
1344,1196,266,12,11946828.0,995569.0,141,2023-04-25,2023,4,2,Reinvent Mission-Critical Systems,Clothing,Premium,
1345,1929,211,16,48497456.0,3031091.0,416,2024-08-07,2024,8,3,Optimize Proactive Systems,Books,Luxury,
1346,1979,99,19,49845056.0,2623424.0,306,2023-12-11,2023,12,4,Synthesize Enterprise Synergies,Clothing,Luxury,
1347,673,154,9,19231461.0,2136829.0,41,2023-06-30,2023,6,2,Maximize E-Business Models,Clothing,Luxury,Phương Đức Mai
1348,1947,1,11,15389913.0,1399083.0,303,2024-09-19,2024,9,3,Engineer Next-Generation Infrastructures,Furniture,Premium,Khoa Phú Hoàng
1349,1998,160,9,18704142.0,2078238.0,130,2024-10-05,2024,10,4,Engage Collaborative Bandwidth,Furniture,Luxury,Anh Tấn Bùi
1350,1881,81,13,2372383.0,182491.0,359,2024-03-24,2024,3,1,Incentivize Frictionless Experiences,Clothing,Mid,
1351,570,69,11,54031373.0,4911943.0,81,2023-11-21,2023,11,4,Morph Robust E-Markets,Sports,Luxury,Kim Hoàng
1352,997,55,8,29092408.0,3636551.0,92,2024-12-06,2024,12,4,Seize Efficient Communities,Food,Luxury,Bảo Hoàng Bùi
1353,729,30,13,17205162.0,1323474.0,363,2023-03-27,2023,3,1,Benchmark Customized Partnerships,Clothing,Premium,Bác Trung Hoàng
1354,293,233,14,29599360.0,2114240.0,321,2023-04-11,2023,4,2,Monetize Cross-Media Users,Books,Luxury,
1355,1557,143,20,16947920.0,847396.0,414,2023-06-06,2023,6,2,Facilitate Granular Channels,Electronics,Premium,
1356,591,226,2,4717002.0,2358501.0,400,2023-07-28,2023,7,3,Evolve Rich Experiences,Electronics,Luxury,Bác Trung Bùi
1357,873,172,1,3703438.0,3703438.0,39,2024-01-29,2024,1,1,Seize Virtual Functionalities,Sports,Luxury,
1358,81,184,17,10088412.0,593436.0,429,2023-11-27,2023,11,4,Deploy Extensible Infrastructures,Food,Premium,Hạnh Bùi
1359,1587,106,20,13822000.0,691100.0,470,2024-01-28,2024,1,1,Streamline Turn-Key E-Commerce,Furniture,Premium,
1360,681,197,11,42905841.0,3900531.0,491,2023-02-07,2023,2,1,Scale Plug-And-Play E-Services,Electronics,Luxury,
1361,1094,22,4,7032764.0,1758191.0,186,2024-10-30,2024,10,4,Orchestrate Holistic Interfaces,Furniture,Premium,Quý ông Anh Nguyễn
1362,322,217,12,31843872.0,2653656.0,437,2023-05-17,2023,5,2,Deliver Wireless Metrics,Clothing,Luxury,Trung Hoàng
1363,1797,168,7,12833527.0,1833361.0,161,2024-01-25,2024,1,1,Synthesize Virtual E-Markets,Furniture,Premium,Bảo Dương
1364,291,142,20,89452320.0,4472616.0,226,2023-02-13,2023,2,1,Maximize Proactive Action-Items,Books,Luxury,
1365,427,19,9,10766061.0,1196229.0,67,2024-07-22,2024,7,3,Strategize B2B Partnerships,Clothing,Premium,
1366,1444,3,18,46684674.0,2593593.0,249,2024-09-19,2024,9,3,Cultivate Rich Schemas,Electronics,Luxury,Bà Yến Trần
1367,672,54,12,23716788.0,1976399.0,103,2024-01-01,2024,1,1,Benchmark Killer Paradigms,Clothing,Premium,
1368,1819,106,5,3455500.0,691100.0,199,2024-12-14,2024,12,4,Streamline Turn-Key E-Commerce,Furniture,Premium,
1369,999,253,12,47287920.0,3940660.0,498,2023-07-22,2023,7,3,Incentivize Sticky Niches,Furniture,Luxury,
1370,1030,201,13,1628757.0,125289.0,384,2024-11-28,2024,11,4,Architect Viral Metrics,Furniture,Mid,
1371,1111,139,5,13665580.0,2733116.0,255,2024-10-04,2024,10,4,Architect Innovative Systems,Electronics,Luxury,Minh Đức Trần
1372,1400,111,18,12864420.0,714690.0,494,2023-02-12,2023,2,1,Optimize Dynamic Web Services,Books,Premium,Chi Nguyễn
1373,291,273,19,28648295.0,1507805.0,226,2023-02-13,2023,2,1,Evolve Enterprise Experiences,Food,Premium,
1374,926,20,13,5931185.0,456245.0,170,2023-05-21,2023,5,2,Engineer Integrated Deliverables,Food,Mid,Quý cô Vân Phạm
1375,317,59,4,6722908.0,1680727.0,242,2024-08-31,2024,8,3,Re-Intermediate Synergistic Convergence,Books,Premium,
1376,236,31,4,3147460.0,786865.0,253,2023-04-12,2023,4,2,Expedite Transparent Niches,Clothing,Premium,Bác Hưng Hoàng
1377,1765,278,1,4637673.0,4637673.0,304,2023-03-06,2023,3,1,Productize Dot-Com Deliverables,Furniture,Luxury,
1378,312,295,15,31670925.0,2111395.0,292,2023-04-12,2023,4,2,Evolve Value-Added Users,Electronics,Luxury,
1379,1892,134,1,3693088.0,3693088.0,50,2024-06-28,2024,6,2,Matrix Revolutionary Applications,Electronics,Luxury,
1380,994,187,9,32122152.0,3569128.0,108,2023-11-15,2023,11,4,Maximize Bleeding-Edge Bandwidth,Furniture,Luxury,
1381,1280,123,5,593845.0,118769.0,421,2024-09-03,2024,9,3,Utilize Open-Source Mindshare,Books,Mid,Khoa Phạm
1382,188,243,8,14527480.0,1815935.0,134,2024-02-09,2024,2,1,Streamline Turn-Key Supply-Chains,Electronics,Premium,
1383,1411,141,4,12946356.0,3236589.0,117,2024-02-28,2024,2,1,Innovate Vertical Markets,Electronics,Luxury,Bác Phúc Mai
1384,770,219,20,9721400.0,486070.0,438,2024-10-31,2024,10,4,Matrix Vertical Systems,Books,Mid,Hải Đặng
1385,1156,215,1,2208590.0,2208590.0,229,2023-03-17,2023,3,1,Scale Impactful Deliverables,Furniture,Luxury,
1386,577,138,18,68734224.0,3818568.0,417,2023-11-15,2023,11,4,Empower Enterprise Architectures,Food,Luxury,
1387,835,77,9,35527032.0,3947448.0,302,2023-03-18,2023,3,1,Brand Innovative Portals,Furniture,Luxury,Tú Mai
1388,486,47,4,13465068.0,3366267.0,48,2024-12-08,2024,12,4,Morph Front-End Schemas,Food,Luxury,
1389,801,252,12,47669292.0,3972441.0,443,2023-12-01,2023,12,4,Evolve Revolutionary Web-Readiness,Books,Luxury,
1390,1675,28,10,38177520.0,3817752.0,475,2024-08-04,2024,8,3,Cultivate Dot-Com Deliverables,Books,Luxury,
1391,597,94,18,5824224.0,323568.0,392,2023-04-04,2023,4,2,Morph Web-Enabled Convergence,Electronics,Mid,Hải Hải Vũ
1392,226,10,16,18743248.0,1171453.0,76,2023-05-24,2023,5,2,Seize Wireless Web-Readiness,Food,Premium,
1393,1697,190,10,39926870.0,3992687.0,369,2023-10-19,2023,10,4,Streamline Clicks-And-Mortar Interfaces,Books,Luxury,Trung Đức Đặng
1394,320,38,2,1554738.0,777369.0,37,2024-07-11,2024,7,3,Brand Clicks-And-Mortar Portals,Books,Premium,
1395,1591,35,15,38752995.0,2583533.0,190,2024-10-16,2024,10,4,Syndicate Compelling Web Services,Books,Luxury,
1396,739,178,16,74394272.0,4649642.0,391,2023-12-24,2023,12,4,Whiteboard Next-Generation Platforms,Electronics,Luxury,
1397,801,35,3,7750599.0,2583533.0,443,2023-12-01,2023,12,4,Syndicate Compelling Web Services,Books,Luxury,
1398,95,208,8,11106472.0,1388309.0,143,2024-03-24,2024,3,1,Engage Dot-Com E-Commerce,Furniture,Premium,
1399,887,113,6,15432114.0,2572019.0,272,2023-09-24,2023,9,3,Brand Mission-Critical Niches,Books,Luxury,
1400,1691,102,4,10128672.0,2532168.0,91,2024-07-12,2024,7,3,Strategize Customized Schemas,Food,Luxury,
1401,833,15,16,38302128.0,2393883.0,151,2024-08-16,2024,8,3,Maximize Back-End Infrastructures,Clothing,Luxury,
1402,537,239,13,45095531.0,3468887.0,480,2024-04-11,2024,4,2,Cultivate Interactive E-Tailers,Furniture,Luxury,Châu Tấn Mai
1403,459,18,3,6057255.0,2019085.0,106,2024-08-20,2024,8,3,Empower Dot-Com Applications,Food,Luxury,Nhật Nguyễn
1404,1326,36,18,7799688.0,433316.0,243,2024-08-25,2024,8,3,Extend Magnetic Supply-Chains,Food,Mid,Bà Vân Phạm
1405,505,145,1,3673582.0,3673582.0,292,2023-07-27,2023,7,3,Incentivize B2B Roi,Electronics,Luxury,
1406,56,225,9,4624848.0,513872.0,128,2023-04-06,2023,4,2,Transform Proactive Markets,Electronics,Premium,Cô Yến Bùi
